channelTotalViews,url,duration,date,title,numberOfSubscribers,channelDescription,channelTotalVideos,channelJoinedDate
166545068,https://www.youtube.com/watch?v=1A4hMuPYod0,1:00,2 years ago,100% Traceable M&S Beef | Farm to Foodhall | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=ot6sje-buQ4,1:10,2 years ago,Tom Kerridge's Steak Kebabs | Farm to Foodhall | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=HIJc234Jf5U,0:56,2 years ago,Tom Kerridge's Best Ever Burger | Farm to Foodhall | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=Sgr8L3qz22g,1:00,2 years ago,Oakham Gold Chicken Part 2 | Farm to Foodhall | M&S Food,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=X585wJBfXe0,1:01,2 years ago,Tom Kerridge's Sticky Glazed Buffalo Wings | Farm to Foodhall | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=uSCshyIZyZs,1:01,2 years ago,Tom Kerridge's Roast Chicken | Farm to Foodhall | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=PzJoeyztjwo,1:00,2 years ago,Oakham Gold Chicken | Farm to Foodhall | M&S Food,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=elt7l7RwYqo,0:30,2 years ago,M&S Hot Cross Buns | Easter 2023 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=EVQqJKP1K98,0:20,2 years ago,Valentines Day 2023 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=V7KH3j2XyY4,1:15,2 years ago,Sirloin Steaks With Chimichurri & Potato Wedges | Tom Kerridge's Ultimate Steak Guide | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=RH5Ii2Z0_Ok,1:09,2 years ago,Sirloin Steaks With Brandy Mushroom Sauce | Tom Kerridge's Ultimate Steak Guide | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=68mM96dBi3M,1:26,2 years ago,Valentine's Surf & Turf | Tom Kerridge's Ultimate Steak Guide | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=BVc8zmcsVgI,1:11,2 years ago,Oakham Gold Teriyaki Chicken Drumsticks | Tom Kerridge's Ultimate Chicken Guide | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=GIhKf9jlIf0,1:26,2 years ago,Oakham Gold Roast Chicken | Tom Kerridge's Ultimate Chicken Guide | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=iyWoQC_kpzI,1:17,2 years ago,Leftover Oakham Gold Chicken & Orzo Soup | Tom Kerridge's Ultimate Chicken Guide | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=725UG6JABVo,1:09,2 years ago,Oakham Gold Korean Wings | Tom Kerridge's Ultimate Chicken Guide | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=0g9okDdJ1cE,0:43,2 years ago,Not just any New Years Eve! | Christmas 2022 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=ogz_ex8VNzk,1:06,2 years ago,Inside M&S at Christmas Trailer | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=G6BiwXPBrp0,6:36,2 years ago,Not just any Curry Night | Football legends taste our Eat Well Curry range with a twist | M&S Food,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=xc39qPotEJk,0:30,2 years ago,Not just any Christmas desserts! | Christmas 2022 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=atA6kfhMfCg,0:30,2 years ago,Not just any vegan Christmas Day! | Christmas 2022 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=c02IgFFr3UY,1:54,2 years ago,How to cook the perfect sprouts! | Tom Kerridge's Ultimate Christmas Hacks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=CsHS_kOt0Us,1:32,2 years ago,Not just any sprouts! | Tom Kerridge's Ultimate Christmas Hacks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=oaN9hU-bBUk,0:30,2 years ago,Not just any Christmas Day! | Christmas 2022 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=qPxAH-Tz2XE,2:35,2 years ago,This is Not Just Another Christmas Song | Team Romford,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=2s_hhnq8p1o,2:04,2 years ago,How to cook the perfect Turkey! | Tom Kerridge's Ultimate Christmas Hacks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=ULenMoMnHqQ,1:31,2 years ago,How to cook the perfect roast potatoes! | Tom Kerridge's Ultimate Christmas Hacks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=RYVDbnEvtHk,1:42,2 years ago,How to make the ultimate leftover sandwich! | Tom Kerridge's Ultimate Christmas Hacks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=mvCes5nvx2A,2:12,2 years ago,How to make your own gravy! | Tom Kerridge's Ultimate Christmas Hacks | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=PWaK-2HjOqQ,0:30,2 years ago,Not just any cheese and wine! | Christmas 2022 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=eWVJ3HDWuzY,0:30,2 years ago,Not just any Christmas party food! | Christmas 2022 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=oCqNakjPESI,0:30,2 years ago,Not just any Christmas gifts! | Christmas 2022 | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=A1Tf242MIME,2:44,2 years ago,M&S I Behind the scenes of our Christmas advert,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=YQoBjcH0bgA,1:00,2 years ago,M&S | Gifts that give | 2022 Christmas advert,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=f2jMCyfnvmA,1:30,2 years ago,Fairy is back and is joined by her new sidekick Duckie! | 2022 Christmas advert | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=7fuanhmovfM,4:06,2 years ago,M&S Sparks | Percy Pig's 30th Birthday,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=1bJE1Nm2Qmw,1:01,2 years ago,Oakham Gold | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=SgL3Na9B0o0,0:55,2 years ago,Tom Kerridge's sweetcorn fritters with smoky beans | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=SOMD-PQf8EQ,0:52,2 years ago,Tom Kerridge's veg-packed cauliflower & chickpea curry | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=jSpfW2UFyF8,0:42,2 years ago,Tom Kerridge's mediterranean chicken traybake | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=H2GEnOTpIL8,0:45,2 years ago,Tom Kerridge's butternut squash pasta bake | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=ip50Ug0QLMI,1:14,2 years ago,M&S | Look Behind the Label,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=iR0Lvcmx0Rg,1:01,2 years ago,Collection Sourdough | Episode 4 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=FMiXFVrFMog,1:01,2 years ago,Collection Sourdough | Episode 3 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=nTzAc7BgBSQ,1:01,2 years ago,Collection Sourdough | Episode 2 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=6Q4srDhKUlM,1:01,2 years ago,Collection Sourdough | Episode 1 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=SqOeUetoKLI,3:31,2 years ago,Eat Well Competition | England | Eat Well Play Well | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=vrqNnfWc-Lw,3:31,2 years ago,Eat Well Competition | Northern Ireland | Eat Well Play Well | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=QSkp7kI4PhA,3:31,2 years ago,Eat Well Competition | Scotland | Eat Well Play Well | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=81aqVAre7qE,3:31,2 years ago,Eat Well Competition | Wales | Eat Well Play Well | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=vv2TxgqRJPI,1:00,2 years ago,Tom Kerridge's never-fail mince | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=wFXoM9K9g4A,1:00,2 years ago,Tom Kerridge's roasted cauliflower | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=3s-moMlL2wQ,1:00,2 years ago,Tom Kerridge's sausage and vegetable tray bake | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=EFdtB6dKnu8,1:00,2 years ago,Tom Kerridge's chipotle chicken thighs and herby rice | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=PhFvsmywe7s,1:00,2 years ago,Tom Kerridge's potato cakes with poached eggs | Remarksable Value Meal Planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=VLUMuf6DgQc,1:00,2 years ago,Tom Kerridge's Remarksable Value meal planner | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=_TOYapMbcWI,19:11,2 years ago,Extra Helpings 2022 | Episode 6 | IT’S THE FINAL… But who’s been crowned king of the kitchen?,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=QdR-cLbf9xE,1:01,2 years ago,King Cherries | Episode 4 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=TcJkJVgqL1A,1:01,2 years ago,King Cherries | Episode 3 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=8Fl8KysFqWA,1:01,2 years ago,King Cherries | Episode 2 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=viij5CCt3A8,1:01,2 years ago,King Cherries | Episode 1 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=QOdW5wR7m84,1:42,2 years ago,Northern Ireland Women Choose Their #EatWell Faves! | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=W0QXZKi_HA4,1:11,2 years ago,England Women Choose Their #EatWell Faves! | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=dvnvro94eEQ,19:49,2 years ago,Extra Helpings 2022 | Episode 5 | Things get spicy in the semi final,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=kf5cvqRYsjk,1:01,2 years ago,Red Diamond Strawberries | Episode 4 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=-o1tq8muOpQ,1:01,2 years ago,Red Diamond Strawberries | Episode 3 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=mb4oerWvR_0,1:01,2 years ago,Red Diamond Strawberries | Episode 2 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=9UG6GV01MfE,1:01,2 years ago,Red Diamond Strawberries | Episode 1 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=QdYUP-ME_-8,18:16,2 years ago,Extra Helpings 2022 | Episode 4 | We find out what’s in mystery box with Joe Wilkinson’s box,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=9UhOvzv-PEo,18:46,2 years ago,Extra Helpings 2022 | Episode 3 | Fred Sirieix joins the boys for the spiciest potluck challenge yet,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=d0rZO4hWCNk,19:18,2 years ago,Extra Helpings 2022 | Episode 2 | Anton du Beke gives Woody and Kleiny a shocking dance lesson,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=mjdynPE7BuI,46:55,2 years ago,"Inside M&S: featuring English Heritage, Osborne and more",103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=v6jkE_SrCmM,19:30,2 years ago,Extra Helpings 2022 | Episode 1 | Woody and Kleiny take on Anne Hegerty’s balloon of DOOM,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=B8N6oOn6xX0,1:01,2 years ago,Summer Flowers | Episode 4 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=S6sxe_4Jx8A,1:01,2 years ago,Summer Flowers | Episode 3 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=coufpHuXtIc,1:01,2 years ago,Summer Flowers | Episode 2 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=vPBusfaDkbw,1:01,2 years ago,Summer Flowers | Episode 1 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=WqRF8Ksqi1A,3:23,3 years ago,Gareth Southgate makes his own Southgate Smoothie with M&S Food | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=hiCABiFr6HU,1:53,3 years ago,M&S Food partners with the Home Nations Football Teams | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=littgJRTYow,1:01,3 years ago,Royal Crown Asparagus | Episode 4 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=Y6kcePiqSIc,1:01,3 years ago,Royal Crown Asparagus | Episode 3 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=OwAugB3_gAU,1:01,3 years ago,Royal Crown Asparagus | Episode 2 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=b40nlhq3puI,1:01,3 years ago,Royal Crown Asparagus | Episode 1 | Fresh Market Update | M&S FOOD,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
166545068,https://www.youtube.com/watch?v=QtI-d2q0PUk,41:37,3 years ago,SPARKS LIVE | Inside M&S with Chris Baber & Denise Van Outen,103000,"Welcome to the M&S YouTube channel! Here you'll find some food styling top tips, gorgeous recipes, Cooking with the Stars extras and interviews with the famous faces behind our campaigns!",1610,"Oct 19, 2009"
