videoPlayCount,url,hashtags,videoViewCount,videoDuration,commentsCount,mentions,caption,timestamp
230007.0,https://www.instagram.com/p/DD9-qJCAzXo/,,97502.0,11.866,12,,We’ve got a sneaky feeling you’ll find that the Next Sale is online now,2024-12-24T16:51:32.000Z
94669.0,https://www.instagram.com/p/DEEtBlIIzVy/,,15985.0,9.666,42,,Ready to bag the best deals? The Next Sale is now live online and in-store ️,2024-12-27T08:00:39.000Z
,https://www.instagram.com/p/DFM6F6wpJAi/,,,,26,,Stealing hearts ❣️,2025-01-24T09:00:02.000Z
,https://www.instagram.com/p/DEMbaWPNVEN/,nextkids,,,27,,If there's one thing we're taking into 2025... it's the cherry cardigan!   #nextkids,2024-12-30T08:00:33.000Z
313364.0,https://www.instagram.com/p/DDy4lrSglSw/,nexthome,104544.0,45.733,20,jessicashomestyle,Save for some gift wrapping inspo that’ll earn you those extra mince pie points    @jessicashomestyle #nexthome,2024-12-20T09:25:59.000Z
298850.0,https://www.instagram.com/p/DD6fteUgRyF/,,124062.0,24.0,3,aliyahxelia,"Let’s get cosy for Santa! Hot chocolate, matching PJ’s and festive magic ❄️❤️ @aliyahxelia",2024-12-23T08:29:18.000Z
,https://www.instagram.com/p/DEHRz7OxpoL/,,,,1,,Let confidence be your best accessory this NYE ✨,2024-12-28T08:00:29.000Z
205601.0,https://www.instagram.com/p/DEKGooNAcFm/,nexthome,63925.0,25.233,22,cottagerenovationcwmrhys,"Whether you’re heading out or staying in, we hope you have a fabulous New Year  @cottagerenovationcwmrhys #nexthome",2024-12-29T09:51:02.000Z
,https://www.instagram.com/p/DDwGmcWvbaF/,nextwomens,,,0,,Just landed: our burgundy blazer of dreams    #nextwomens,2024-12-19T08:00:07.000Z
,https://www.instagram.com/p/DDth2xfMQbb/,nextwomens,,,1,,Tis the season to shine ✨ #nextwomens,2024-12-18T08:00:19.000Z
,https://www.instagram.com/p/DD1XHNvvI2L/,nextwomens,,,11,irenesteelestyle,Stepping into NYE with a whole load of sequins and sparkle ✨ @irenesteelestyle  #nextwomens,2024-12-21T09:00:25.000Z
184772.0,https://www.instagram.com/p/DD4EKVEga3h/,nextwomens,64225.0,64.866,31,thestylingthree,Jeans and a nice top is always a good idea @thestylingthree  #nextwomens,2024-12-22T09:43:32.000Z
111187.0,https://www.instagram.com/p/DECYJshAg2C/,nexthome,24582.0,21.8,4,hiimatildashome,From ☀️ to  there is nothing better than being cosy on Boxing Day ❤️ @hiimatildashome #nexthome,2024-12-26T09:55:27.000Z
317817.0,https://www.instagram.com/p/DDT-2SOA7Em/,,129355.0,22.8,21,aliyahxelia,"Mum and me, matching by the tree...❤️ @aliyahxelia",2024-12-08T09:24:27.000Z
218358.0,https://www.instagram.com/p/DDe6uJrtkvk/,nextwomens,91344.0,22.266,26,georgwhite,3 party-ready fits for the festivities  @georgwhite  #nextwomens,2024-12-12T15:22:02.000Z
137889.0,https://www.instagram.com/p/DDg1uybAfXn/,,44293.0,26.866,4,naaomiross,Festive family fun with @naaomiross ✨,2024-12-13T09:15:57.000Z
,https://www.instagram.com/p/DDWgPnDNHgV/,,,,1,,"5 tips on styling lace this party season ✨…

- Underwear - 2 options: be bold and be seen OR disguise with skin tones - either way, avoid visible seams or brightly coloured garments unless it's intentional!
- Balance is key - since lace is intricate, pair it with simple and solid pieces to avoid overwhelm (unless it's a co-ord, of course!) 
- Let the lace do the talking - keep your accessories subtle for an elegant look
- It's not just for evenings - embrace lace for daytime by opting for lighter shades and styling with denim 
- Lace should fit well; too-tight lace can stretch and lose its delicate pattern, while oversized lace can look unkempt. Find a silhouette which suits your body shape",2024-12-09T09:00:45.000Z
,https://www.instagram.com/p/DDbgWNfx43Z/,NextWomens,,,4,,A step-by-step guide to incorporating leopard print into your wardrobe  #NextWomens,2024-12-11T08:00:47.000Z
60607.0,https://www.instagram.com/p/DDjcjg9gvRH/,,11568.0,19.133,0,denis,Taking your looks from day to night one sequin at a time ✨ @denis,2024-12-14T09:40:18.000Z
165779.0,https://www.instagram.com/p/DDPhLFGgv7z/,nextwomens,59391.0,30.033,28,frankiebridge,Which festive fit is your favourite? ✨ @frankiebridge  #nextwomens,2024-12-06T16:05:07.000Z
,https://www.instagram.com/p/DDoYVXzMaH9/,nextkids,,,13,,Cuddle club  #nextkids,2024-12-16T08:00:58.000Z
70165.0,https://www.instagram.com/p/DDmEhVcA8Kn/,nextwomens,14626.0,29.7,1,pollyvsayer,3 trending coat styles to know about this season  @pollyvsayer  #nextwomens,2024-12-15T10:00:14.000Z
111906.0,https://www.instagram.com/p/DDrcXPrA42T/,nexthome,38052.0,21.366,7,shnordic,Any excuse to give the kitchen a festive glow up ✨ @shnordic #nexthome,2024-12-17T12:07:06.000Z
,https://www.instagram.com/p/DDRUODMve6B/,nextwomens,,,5,,Our favourite partywear trends of 2024... #nextwomens,2024-12-07T09:00:54.000Z
166382.0,https://www.instagram.com/p/DDZJn__gCZ-/,nexthome,57992.0,16.8,13,emilytierneyofficial,The table is set ️ only 15 days till the big day ✨@emilytierneyofficial #nexthome,2024-12-10T09:34:14.000Z
,https://www.instagram.com/p/DDNBY5gN-EG/,nextwomens,,,3,,Elevating the everyday with standout accessory styles  #nextwomens,2024-12-05T17:01:07.000Z
541958.0,https://www.instagram.com/p/DDKiOfkAqJZ/,nextwomens,268960.0,71.966,56,thestylingthree,1 party dress on 3 different sizes  @thestylingthree  #nextwomens,2024-12-04T17:27:21.000Z
83841.0,https://www.instagram.com/p/DDHCOaHAsrR/,nexthome,23523.0,14.466,8,no.17house,More cosy moments like this please  @no.17house #nexthome,2024-12-03T08:59:20.000Z
,https://www.instagram.com/p/DDB3QPLRnyh/,nextwomens,,,15,sophieapps,A berry red satin moment  @sophieapps  #nextwomens,2024-12-01T09:01:03.000Z
,https://www.instagram.com/p/DDEi1pFuoe2/,nextwomens,,,8,,Trending Now: Heritage Style  #nextwomens,2024-12-02T10:00:09.000Z
